training_record_id,employee_id,course_id,course_name,regulator,is_mandatory,due_date,completion_date,status,days_overdue,department_id,location_id
TRC-000188,EMP-00025,TRN-005,Insider Trading Policy,Internal,Yes,2025-07-06,2025-06-05,Completed,0,DPT-013,LOC-001
TRC-000189,EMP-00025,TRN-006,Cyber Security Awareness,Internal,Yes,2026-05-02,2026-04-12,Completed,0,DPT-013,LOC-001
TRC-000190,EMP-00025,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-04-09,2025-03-14,Completed,0,DPT-013,LOC-001
TRC-000191,EMP-00025,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-01-18,2024-12-18,Completed,0,DPT-013,LOC-001
TRC-000192,EMP-00025,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-15,2025-11-01,Completed,0,DPT-013,LOC-001
TRC-000193,EMP-00025,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-013,LOC-001
TRC-000194,EMP-00026,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-06-22,2025-06-04,Completed,0,DPT-018,LOC-004
TRC-000195,EMP-00026,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-01,2025-05-18,Completed,0,DPT-018,LOC-004
TRC-000196,EMP-00026,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-10-14,2025-09-25,Completed,0,DPT-018,LOC-004
TRC-000197,EMP-00026,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-07-26,2024-06-30,Completed,0,DPT-018,LOC-004
TRC-000198,EMP-00026,TRN-005,Insider Trading Policy,Internal,Yes,2026-02-22,,Overdue,91,DPT-018,LOC-004
TRC-000199,EMP-00026,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-20,2026-01-07,Completed,0,DPT-018,LOC-004
TRC-000200,EMP-00026,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-11-07,2025-10-14,Completed,0,DPT-018,LOC-004
TRC-000201,EMP-00026,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-09-26,2024-08-21,Completed,0,DPT-018,LOC-004
TRC-000202,EMP-00026,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-24,2025-08-19,Completed,0,DPT-018,LOC-004
TRC-000203,EMP-00029,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-08-02,,Overdue,295,DPT-005,LOC-001
TRC-000204,EMP-00029,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-04,2025-05-18,Completed,0,DPT-005,LOC-001
TRC-000205,EMP-00029,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-02,2025-05-07,Completed,0,DPT-005,LOC-001
TRC-000206,EMP-00029,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-06-20,2025-06-18,Completed,0,DPT-005,LOC-001
TRC-000207,EMP-00029,TRN-005,Insider Trading Policy,Internal,Yes,2026-03-29,2026-03-11,Completed,0,DPT-005,LOC-001
TRC-000208,EMP-00029,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-15,2026-02-05,Completed,0,DPT-005,LOC-001
TRC-000209,EMP-00029,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2026-02-10,2026-01-18,Completed,0,DPT-005,LOC-001
TRC-000210,EMP-00029,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-09-10,2025-08-30,Completed,0,DPT-005,LOC-001
TRC-000211,EMP-00029,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-21,2026-01-09,Completed,0,DPT-005,LOC-001
TRC-000212,EMP-00029,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-005,LOC-001
TRC-000213,EMP-00030,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-01-13,2025-12-27,Completed,0,DPT-010,LOC-004
TRC-000214,EMP-00030,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-07-10,2025-06-23,Completed,0,DPT-010,LOC-004
TRC-000215,EMP-00030,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-05-30,2025-04-27,Completed,0,DPT-010,LOC-004
TRC-000216,EMP-00030,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-10-09,2025-10-04,Completed,0,DPT-010,LOC-004
TRC-000217,EMP-00030,TRN-005,Insider Trading Policy,Internal,Yes,2026-04-27,2026-04-10,Completed,0,DPT-010,LOC-004
TRC-000218,EMP-00030,TRN-006,Cyber Security Awareness,Internal,Yes,2026-05-24,2026-04-28,Completed,0,DPT-010,LOC-004
TRC-000219,EMP-00030,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-07-03,2025-05-31,Completed,0,DPT-010,LOC-004
TRC-000220,EMP-00030,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-01-07,2024-11-25,Completed,0,DPT-010,LOC-004
TRC-000221,EMP-00030,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-04-12,2026-04-07,Completed,0,DPT-010,LOC-004
TRC-000222,EMP-00031,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-06-19,2025-05-14,Completed,0,DPT-021,LOC-005
TRC-000223,EMP-00031,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-09-11,2025-08-12,Completed,0,DPT-021,LOC-005
TRC-000224,EMP-00031,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-09-17,2025-08-14,Completed,0,DPT-021,LOC-005
TRC-000225,EMP-00031,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-01-29,2026-01-02,Completed,0,DPT-021,LOC-005
TRC-000226,EMP-00031,TRN-005,Insider Trading Policy,Internal,Yes,2025-11-20,2025-10-15,Completed,0,DPT-021,LOC-005
TRC-000227,EMP-00031,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-08,2025-11-03,Completed,0,DPT-021,LOC-005
TRC-000228,EMP-00031,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-02-27,2025-02-20,Completed,0,DPT-021,LOC-005
TRC-000229,EMP-00031,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-06-08,2025-05-15,Completed,0,DPT-021,LOC-005
TRC-000230,EMP-00031,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-03-04,2026-02-13,Completed,0,DPT-021,LOC-005
TRC-000231,EMP-00032,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-06-01,2025-05-10,Completed,0,DPT-024,LOC-001
TRC-000232,EMP-00032,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-05-08,2026-05-04,Completed,0,DPT-024,LOC-001
TRC-000233,EMP-00032,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-12-17,2025-12-07,Completed,0,DPT-024,LOC-001
TRC-000234,EMP-00032,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-04-27,2025-03-29,Completed,0,DPT-024,LOC-001
TRC-000235,EMP-00032,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-12,2025-06-02,Completed,0,DPT-024,LOC-001
TRC-000236,EMP-00032,TRN-006,Cyber Security Awareness,Internal,Yes,2025-11-29,2025-11-21,Completed,0,DPT-024,LOC-001
TRC-000237,EMP-00032,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-03-21,,Overdue,429,DPT-024,LOC-001
TRC-000238,EMP-00032,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-04-12,2025-03-03,Completed,0,DPT-024,LOC-001
TRC-000239,EMP-00032,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-07,,Overdue,259,DPT-024,LOC-001
TRC-000240,EMP-00032,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-20,Completed,0,DPT-024,LOC-001
TRC-000241,EMP-00033,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-10-23,2025-09-27,Completed,0,DPT-006,LOC-004
TRC-000242,EMP-00033,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-01-09,2025-11-27,Completed,0,DPT-006,LOC-004
TRC-000243,EMP-00033,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-02-19,,Overdue,94,DPT-006,LOC-004
TRC-000244,EMP-00033,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-05-06,2026-03-30,Completed,0,DPT-006,LOC-004
TRC-000245,EMP-00033,TRN-005,Insider Trading Policy,Internal,Yes,2025-10-19,2025-09-04,Completed,0,DPT-006,LOC-004
TRC-000246,EMP-00033,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-13,2026-02-18,Completed,0,DPT-006,LOC-004
TRC-000247,EMP-00033,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-03-29,2025-03-03,Completed,0,DPT-006,LOC-004
TRC-000248,EMP-00033,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-05-15,2026-05-09,Completed,0,DPT-006,LOC-004
TRC-000249,EMP-00033,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-10-26,,Overdue,210,DPT-006,LOC-004
TRC-000250,EMP-00034,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-18,2026-03-08,Completed,0,DPT-008,LOC-005
TRC-000251,EMP-00034,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-10-03,2025-09-02,Completed,0,DPT-008,LOC-005
TRC-000252,EMP-00034,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-12-03,2025-11-15,Completed,0,DPT-008,LOC-005
TRC-000253,EMP-00034,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-08-27,2025-08-25,Completed,0,DPT-008,LOC-005
TRC-000254,EMP-00034,TRN-005,Insider Trading Policy,Internal,Yes,2025-10-14,,Overdue,222,DPT-008,LOC-005
TRC-000255,EMP-00034,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-20,2026-04-01,Completed,0,DPT-008,LOC-005
TRC-000256,EMP-00034,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-02-17,,Overdue,461,DPT-008,LOC-005
TRC-000257,EMP-00034,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-01-20,2024-12-14,Completed,0,DPT-008,LOC-005
TRC-000258,EMP-00034,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-11,,Overdue,133,DPT-008,LOC-005
TRC-000259,EMP-00034,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-008,LOC-005
TRC-000260,EMP-00035,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-09-18,2025-08-07,Completed,0,DPT-017,LOC-001
TRC-000261,EMP-00035,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-06,2025-05-01,Completed,0,DPT-017,LOC-001
TRC-000262,EMP-00035,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-31,2026-02-20,Completed,0,DPT-017,LOC-001
TRC-000263,EMP-00035,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-10-28,2025-09-21,Completed,0,DPT-017,LOC-001
TRC-000264,EMP-00035,TRN-005,Insider Trading Policy,Internal,Yes,2025-11-16,2025-11-02,Completed,0,DPT-017,LOC-001
TRC-000265,EMP-00035,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-16,2026-02-06,Completed,0,DPT-017,LOC-001
TRC-000266,EMP-00035,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2026-04-20,2026-04-02,Completed,0,DPT-017,LOC-001
TRC-000267,EMP-00035,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-12-28,2025-11-16,Completed,0,DPT-017,LOC-001
TRC-000268,EMP-00035,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-10-21,,Overdue,215,DPT-017,LOC-001
TRC-000269,EMP-00036,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-01-25,2026-04-10,Completed,0,DPT-022,LOC-005
TRC-000270,EMP-00036,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-10-04,2026-03-23,Completed,0,DPT-022,LOC-005
TRC-000271,EMP-00036,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-11-27,,Overdue,178,DPT-022,LOC-005
TRC-000272,EMP-00036,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-08-30,2026-04-02,Completed,0,DPT-022,LOC-005
TRC-000273,EMP-00036,TRN-005,Insider Trading Policy,Internal,Yes,2025-11-14,2026-03-09,Completed,0,DPT-022,LOC-005
TRC-000274,EMP-00036,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-30,2026-03-18,Completed,0,DPT-022,LOC-005
TRC-000275,EMP-00036,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-06-10,2026-03-17,Completed,0,DPT-022,LOC-005
TRC-000276,EMP-00036,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-03-25,2026-03-13,Completed,0,DPT-022,LOC-005
TRC-000277,EMP-00036,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-10-25,2026-03-23,Completed,0,DPT-022,LOC-005
TRC-000278,EMP-00036,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-05,Completed,0,DPT-022,LOC-005
TRC-000279,EMP-00037,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-09,2026-03-19,Completed,0,DPT-020,LOC-004
TRC-000280,EMP-00037,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-03-24,2026-03-22,Completed,0,DPT-020,LOC-004
TRC-000281,EMP-00037,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-08-09,2025-07-17,Completed,0,DPT-020,LOC-004
TRC-000282,EMP-00037,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-01-20,,Overdue,124,DPT-020,LOC-004
TRC-000283,EMP-00037,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-14,2025-06-07,Completed,0,DPT-020,LOC-004
TRC-000284,EMP-00037,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-12,2026-04-02,Completed,0,DPT-020,LOC-004
TRC-000285,EMP-00037,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-08-21,2024-08-14,Completed,0,DPT-020,LOC-004
TRC-000286,EMP-00037,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-11-20,2025-10-18,Completed,0,DPT-020,LOC-004
TRC-000287,EMP-00037,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-11-05,2025-10-04,Completed,0,DPT-020,LOC-004
TRC-000288,EMP-00038,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-28,2025-10-16,Completed,0,DPT-008,LOC-002
TRC-000289,EMP-00038,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-02-17,2026-02-11,Completed,0,DPT-008,LOC-002
TRC-000290,EMP-00038,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-11-26,,Overdue,179,DPT-008,LOC-002
TRC-000291,EMP-00038,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-02-17,2026-01-26,Completed,0,DPT-008,LOC-002
TRC-000292,EMP-00038,TRN-005,Insider Trading Policy,Internal,Yes,2025-07-03,2025-05-20,Completed,0,DPT-008,LOC-002
TRC-000293,EMP-00038,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-01,2026-03-31,Completed,0,DPT-008,LOC-002
TRC-000294,EMP-00038,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-02-01,2024-12-26,Completed,0,DPT-008,LOC-002
TRC-000295,EMP-00038,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-11-27,2024-11-01,Completed,0,DPT-008,LOC-002
TRC-000296,EMP-00038,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-11-01,2025-10-04,Completed,0,DPT-008,LOC-002
TRC-000297,EMP-00038,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-17,Completed,0,DPT-008,LOC-002
TRC-000298,EMP-00040,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-11,2026-03-10,Completed,0,DPT-002,LOC-004
TRC-000299,EMP-00040,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-01-19,2025-12-30,Completed,0,DPT-002,LOC-004
TRC-000300,EMP-00040,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-29,2025-06-16,Completed,0,DPT-002,LOC-004
TRC-000301,EMP-00040,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-04-19,2026-03-26,Completed,0,DPT-002,LOC-004
TRC-000302,EMP-00040,TRN-005,Insider Trading Policy,Internal,Yes,2025-08-20,2025-08-18,Completed,0,DPT-002,LOC-004
TRC-000303,EMP-00040,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-17,2026-01-29,Completed,0,DPT-002,LOC-004
TRC-000304,EMP-00040,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-10-06,2024-09-03,Completed,0,DPT-002,LOC-004
TRC-000305,EMP-00040,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-10-27,2025-09-30,Completed,0,DPT-002,LOC-004
TRC-000306,EMP-00040,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-02-15,,Overdue,98,DPT-002,LOC-004
TRC-000307,EMP-00040,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-19,Completed,0,DPT-002,LOC-004
TRC-000308,EMP-00041,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-01-23,2025-12-29,Completed,0,DPT-004,LOC-005
TRC-000309,EMP-00041,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-12-27,2025-11-26,Completed,0,DPT-004,LOC-005
TRC-000310,EMP-00041,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-02-04,2026-01-01,Completed,0,DPT-004,LOC-005
TRC-000311,EMP-00041,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-01-19,2026-01-05,Completed,0,DPT-004,LOC-005
TRC-000312,EMP-00041,TRN-005,Insider Trading Policy,Internal,Yes,2026-04-19,,Overdue,35,DPT-004,LOC-005
TRC-000313,EMP-00041,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-16,,Overdue,97,DPT-004,LOC-005
TRC-000314,EMP-00041,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2026-04-20,2026-03-09,Completed,0,DPT-004,LOC-005
TRC-000315,EMP-00041,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-08-21,2025-07-07,Completed,0,DPT-004,LOC-005
TRC-000316,EMP-00041,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-29,2025-09-25,Completed,0,DPT-004,LOC-005
TRC-000317,EMP-00041,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-004,LOC-005
TRC-000318,EMP-00042,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-01-22,2026-01-12,Completed,0,DPT-007,LOC-001
TRC-000319,EMP-00042,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-04-22,2026-04-19,Completed,0,DPT-007,LOC-001
TRC-000320,EMP-00042,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-10-31,2025-10-15,Completed,0,DPT-007,LOC-001
TRC-000321,EMP-00042,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-12-13,2025-12-09,Completed,0,DPT-007,LOC-001
TRC-000322,EMP-00042,TRN-005,Insider Trading Policy,Internal,Yes,2025-08-20,2025-07-26,Completed,0,DPT-007,LOC-001
TRC-000323,EMP-00042,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-02,2025-11-26,Completed,0,DPT-007,LOC-001
TRC-000324,EMP-00042,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-03-15,2025-02-01,Completed,0,DPT-007,LOC-001
TRC-000325,EMP-00042,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-11-13,2025-11-06,Completed,0,DPT-007,LOC-001
TRC-000326,EMP-00042,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-20,2025-11-05,Completed,0,DPT-007,LOC-001
TRC-000327,EMP-00043,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-03-13,2026-03-02,Completed,0,DPT-009,LOC-004
TRC-000328,EMP-00043,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-10-31,2025-09-18,Completed,0,DPT-009,LOC-004
TRC-000329,EMP-00043,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-11-30,2025-11-22,Completed,0,DPT-009,LOC-004
TRC-000330,EMP-00043,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-05-06,2025-04-15,Completed,0,DPT-009,LOC-004
TRC-000331,EMP-00043,TRN-005,Insider Trading Policy,Internal,Yes,2026-01-14,2025-12-06,Completed,0,DPT-009,LOC-004
TRC-000332,EMP-00043,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-24,2026-02-21,Completed,0,DPT-009,LOC-004
TRC-000333,EMP-00043,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-02-19,2025-02-27,Completed,0,DPT-009,LOC-004
TRC-000334,EMP-00043,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-09-14,2025-02-18,Completed,0,DPT-009,LOC-004
TRC-000335,EMP-00043,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-07-19,2025-06-27,Completed,0,DPT-009,LOC-004
TRC-000336,EMP-00043,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-10,Completed,0,DPT-009,LOC-004
TRC-000337,EMP-00044,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-08-07,2025-06-23,Completed,0,DPT-023,LOC-004
TRC-000338,EMP-00044,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-12-23,2025-11-16,Completed,0,DPT-023,LOC-004
TRC-000339,EMP-00044,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-08-03,2025-06-20,Completed,0,DPT-023,LOC-004
TRC-000340,EMP-00044,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-04-09,2026-03-10,Completed,0,DPT-023,LOC-004
TRC-000341,EMP-00044,TRN-005,Insider Trading Policy,Internal,Yes,2025-12-25,2025-11-26,Completed,0,DPT-023,LOC-004
TRC-000342,EMP-00044,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-23,2026-04-06,Completed,0,DPT-023,LOC-004
TRC-000343,EMP-00044,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-11-19,2025-04-18,Completed,0,DPT-023,LOC-004
TRC-000344,EMP-00044,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-03-26,,Overdue,59,DPT-023,LOC-004
TRC-000345,EMP-00044,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-12,,Overdue,163,DPT-023,LOC-004
TRC-000346,EMP-00045,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-03-01,2026-02-23,Completed,0,DPT-023,LOC-001
TRC-000347,EMP-00045,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-08-20,2025-08-12,Completed,0,DPT-023,LOC-001
TRC-000348,EMP-00045,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-12-01,2025-11-27,Completed,0,DPT-023,LOC-001
TRC-000349,EMP-00045,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-01-03,2024-12-27,Completed,0,DPT-023,LOC-001
TRC-000350,EMP-00045,TRN-005,Insider Trading Policy,Internal,Yes,2025-10-14,2025-09-07,Completed,0,DPT-023,LOC-001
TRC-000351,EMP-00045,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-05,,Overdue,49,DPT-023,LOC-001
TRC-000352,EMP-00045,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-03-31,,Overdue,419,DPT-023,LOC-001
TRC-000353,EMP-00045,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-02-27,2026-02-04,Completed,0,DPT-023,LOC-001
TRC-000354,EMP-00045,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-05-10,,Overdue,14,DPT-023,LOC-001
TRC-000355,EMP-00045,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-08,Completed,0,DPT-023,LOC-001
TRC-000356,EMP-00048,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-05-08,2026-04-07,Completed,0,DPT-002,LOC-001
TRC-000357,EMP-00048,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-04-15,2026-03-08,Completed,0,DPT-002,LOC-001
TRC-000358,EMP-00048,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-17,2025-05-16,Completed,0,DPT-002,LOC-001
TRC-000359,EMP-00048,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-09-02,,Overdue,264,DPT-002,LOC-001
TRC-000360,EMP-00048,TRN-005,Insider Trading Policy,Internal,Yes,2026-05-05,2026-04-12,Completed,0,DPT-002,LOC-001
TRC-000361,EMP-00048,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-24,2026-02-26,Completed,0,DPT-002,LOC-001
TRC-000362,EMP-00048,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2026-02-03,2026-01-25,Completed,0,DPT-002,LOC-001
TRC-000363,EMP-00048,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-12-19,2024-11-12,Completed,0,DPT-002,LOC-001
TRC-000364,EMP-00048,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-30,2025-09-13,Completed,0,DPT-002,LOC-001
TRC-000365,EMP-00048,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-16,Completed,0,DPT-002,LOC-001
TRC-000366,EMP-00049,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-09-05,2025-08-12,Completed,0,DPT-005,LOC-004
TRC-000367,EMP-00049,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-02-02,2026-01-16,Completed,0,DPT-005,LOC-004
TRC-000368,EMP-00049,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-22,,Overdue,63,DPT-005,LOC-004
TRC-000369,EMP-00049,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-02-08,2026-01-26,Completed,0,DPT-005,LOC-004
TRC-000370,EMP-00049,TRN-005,Insider Trading Policy,Internal,Yes,2026-05-09,2026-04-13,Completed,0,DPT-005,LOC-004
TRC-000371,EMP-00049,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-31,2026-03-12,Completed,0,DPT-005,LOC-004
TRC-000372,EMP-00049,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-04-22,2025-03-24,Completed,0,DPT-005,LOC-004
TRC-000373,EMP-00049,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-05-29,2025-04-18,Completed,0,DPT-005,LOC-004
TRC-000374,EMP-00049,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-01,2025-11-18,Completed,0,DPT-005,LOC-004
TRC-000375,EMP-00049,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-005,LOC-004
