attestation_record_id,employee_id,attestation_type,attestation_name,is_mandatory,due_date,completed_date,status,days_overdue,department_id
ATR-000227,EMP-00071,ATT-PRV,Privacy & Data Handling,Yes,2025-12-16,2025-12-14,Completed,0,DPT-003
ATR-000228,EMP-00071,ATT-INS,Insider Trading Window,Yes,2026-03-21,2026-03-12,Completed,0,DPT-003
ATR-000229,EMP-00072,ATT-COI,Conflict of Interest,Yes,2025-08-13,2025-08-10,Completed,0,DPT-006
ATR-000230,EMP-00072,ATT-COC,Code of Conduct Attestation,Yes,2026-02-16,2026-01-28,Completed,0,DPT-006
ATR-000231,EMP-00072,ATT-PRV,Privacy & Data Handling,Yes,2026-04-17,2026-04-07,Completed,0,DPT-006
ATR-000232,EMP-00072,ATT-INS,Insider Trading Window,Yes,2026-01-01,2025-12-19,Completed,0,DPT-006
ATR-000233,EMP-00073,ATT-COI,Conflict of Interest,Yes,2026-01-17,2026-01-06,Completed,0,DPT-024
ATR-000234,EMP-00073,ATT-COC,Code of Conduct Attestation,Yes,2026-05-22,,Overdue,2,DPT-024
ATR-000235,EMP-00073,ATT-PRV,Privacy & Data Handling,Yes,2026-03-22,2026-03-19,Completed,0,DPT-024
ATR-000236,EMP-00073,ATT-INS,Insider Trading Window,Yes,2026-01-22,2026-01-12,Completed,0,DPT-024
ATR-000237,EMP-00074,ATT-COI,Conflict of Interest,Yes,2025-10-29,2025-10-18,Completed,0,DPT-005
ATR-000238,EMP-00074,ATT-COC,Code of Conduct Attestation,Yes,2025-09-02,2025-08-28,Completed,0,DPT-005
ATR-000239,EMP-00074,ATT-PRV,Privacy & Data Handling,Yes,2025-12-02,2025-11-15,Completed,0,DPT-005
ATR-000240,EMP-00074,ATT-INS,Insider Trading Window,Yes,2026-04-01,2026-03-19,Completed,0,DPT-005
ATR-000241,EMP-00075,ATT-COI,Conflict of Interest,Yes,2026-02-07,2026-02-02,Completed,0,DPT-018
ATR-000242,EMP-00075,ATT-COC,Code of Conduct Attestation,Yes,2026-03-14,2026-03-10,Completed,0,DPT-018
ATR-000243,EMP-00075,ATT-PRV,Privacy & Data Handling,Yes,2026-02-03,2026-01-20,Completed,0,DPT-018
ATR-000244,EMP-00075,ATT-INS,Insider Trading Window,Yes,2026-01-26,2026-01-14,Completed,0,DPT-018
ATR-000245,EMP-00076,ATT-COI,Conflict of Interest,Yes,2025-11-26,2026-04-27,Completed,0,DPT-008
ATR-000246,EMP-00076,ATT-COC,Code of Conduct Attestation,Yes,2026-03-15,2026-04-29,Completed,0,DPT-008
ATR-000247,EMP-00076,ATT-PRV,Privacy & Data Handling,Yes,2026-03-18,2026-04-30,Completed,0,DPT-008
ATR-000248,EMP-00076,ATT-INS,Insider Trading Window,Yes,2025-12-11,2026-04-28,Completed,0,DPT-008
ATR-000249,EMP-00077,ATT-COI,Conflict of Interest,Yes,2025-11-13,2025-10-25,Completed,0,DPT-024
ATR-000250,EMP-00077,ATT-COC,Code of Conduct Attestation,Yes,2026-03-18,2026-02-28,Completed,0,DPT-024
ATR-000251,EMP-00077,ATT-PRV,Privacy & Data Handling,Yes,2026-03-04,2026-02-19,Completed,0,DPT-024
ATR-000252,EMP-00077,ATT-INS,Insider Trading Window,Yes,2026-04-01,2026-03-23,Completed,0,DPT-024
ATR-000253,EMP-00079,ATT-COI,Conflict of Interest,Yes,2026-05-19,2026-04-29,Completed,0,DPT-021
ATR-000254,EMP-00079,ATT-COC,Code of Conduct Attestation,Yes,2025-10-15,2025-09-29,Completed,0,DPT-021
ATR-000255,EMP-00079,ATT-PRV,Privacy & Data Handling,Yes,2025-07-08,2025-06-20,Completed,0,DPT-021
ATR-000256,EMP-00079,ATT-INS,Insider Trading Window,Yes,2026-03-14,2026-03-13,Completed,0,DPT-021
ATR-000257,EMP-00080,ATT-COI,Conflict of Interest,Yes,2026-05-09,2026-04-21,Completed,0,DPT-001
ATR-000258,EMP-00080,ATT-COC,Code of Conduct Attestation,Yes,2026-03-28,2026-03-08,Completed,0,DPT-001
ATR-000259,EMP-00080,ATT-PRV,Privacy & Data Handling,Yes,2025-06-15,2025-06-07,Completed,0,DPT-001
ATR-000260,EMP-00080,ATT-INS,Insider Trading Window,Yes,2026-04-07,2026-04-05,Completed,0,DPT-001
ATR-000261,EMP-00081,ATT-COI,Conflict of Interest,Yes,2026-01-17,2025-12-28,Completed,0,DPT-014
ATR-000262,EMP-00081,ATT-COC,Code of Conduct Attestation,Yes,2025-06-29,2025-09-10,Completed,0,DPT-014
ATR-000263,EMP-00081,ATT-PRV,Privacy & Data Handling,Yes,2025-12-02,2025-11-30,Completed,0,DPT-014
ATR-000264,EMP-00081,ATT-INS,Insider Trading Window,Yes,2025-12-28,2025-12-15,Completed,0,DPT-014
ATR-000265,EMP-00082,ATT-COI,Conflict of Interest,Yes,2026-05-17,2026-05-15,Completed,0,DPT-022
ATR-000266,EMP-00082,ATT-COC,Code of Conduct Attestation,Yes,2025-08-28,2025-08-26,Completed,0,DPT-022
ATR-000267,EMP-00082,ATT-PRV,Privacy & Data Handling,Yes,2025-07-27,2025-07-16,Completed,0,DPT-022
ATR-000268,EMP-00082,ATT-INS,Insider Trading Window,Yes,2026-03-03,2026-02-15,Completed,0,DPT-022
ATR-000269,EMP-00083,ATT-COI,Conflict of Interest,Yes,2026-04-15,2026-04-13,Completed,0,DPT-003
ATR-000270,EMP-00083,ATT-COC,Code of Conduct Attestation,Yes,2025-11-24,2025-11-19,Completed,0,DPT-003
ATR-000271,EMP-00083,ATT-PRV,Privacy & Data Handling,Yes,2025-11-22,2025-11-12,Completed,0,DPT-003
ATR-000272,EMP-00083,ATT-INS,Insider Trading Window,Yes,2026-03-03,2026-02-13,Completed,0,DPT-003
ATR-000273,EMP-00084,ATT-COI,Conflict of Interest,Yes,2025-08-18,2025-08-06,Completed,0,DPT-024
ATR-000274,EMP-00084,ATT-COC,Code of Conduct Attestation,Yes,2025-12-02,2025-11-22,Completed,0,DPT-024
ATR-000275,EMP-00084,ATT-PRV,Privacy & Data Handling,Yes,2025-08-01,2025-07-16,Completed,0,DPT-024
ATR-000276,EMP-00084,ATT-INS,Insider Trading Window,Yes,2026-03-04,2026-02-16,Completed,0,DPT-024
ATR-000277,EMP-00085,ATT-COI,Conflict of Interest,Yes,2025-10-02,2025-09-15,Completed,0,DPT-023
ATR-000278,EMP-00085,ATT-COC,Code of Conduct Attestation,Yes,2026-03-16,2026-02-26,Completed,0,DPT-023
ATR-000279,EMP-00085,ATT-PRV,Privacy & Data Handling,Yes,2025-09-16,2025-09-02,Completed,0,DPT-023
ATR-000280,EMP-00085,ATT-INS,Insider Trading Window,Yes,2026-04-04,2026-03-29,Completed,0,DPT-023
ATR-000281,EMP-00086,ATT-COI,Conflict of Interest,Yes,2026-05-16,2026-05-08,Completed,0,DPT-012
ATR-000282,EMP-00086,ATT-COC,Code of Conduct Attestation,Yes,2025-09-22,2025-09-15,Completed,0,DPT-012
ATR-000283,EMP-00086,ATT-PRV,Privacy & Data Handling,Yes,2026-04-09,2026-03-26,Completed,0,DPT-012
ATR-000284,EMP-00086,ATT-INS,Insider Trading Window,Yes,2026-03-16,2026-03-15,Completed,0,DPT-012
ATR-000285,EMP-00087,ATT-COI,Conflict of Interest,Yes,2025-12-10,2025-11-23,Completed,0,DPT-016
ATR-000286,EMP-00087,ATT-COC,Code of Conduct Attestation,Yes,2025-10-19,2025-10-04,Completed,0,DPT-016
ATR-000287,EMP-00087,ATT-PRV,Privacy & Data Handling,Yes,2026-02-13,2026-02-06,Completed,0,DPT-016
ATR-000288,EMP-00087,ATT-INS,Insider Trading Window,Yes,2026-03-02,2026-03-01,Completed,0,DPT-016
ATR-000289,EMP-00088,ATT-COI,Conflict of Interest,Yes,2025-10-26,2025-10-08,Completed,0,DPT-021
ATR-000290,EMP-00088,ATT-COC,Code of Conduct Attestation,Yes,2026-05-19,2026-05-12,Completed,0,DPT-021
ATR-000291,EMP-00088,ATT-PRV,Privacy & Data Handling,Yes,2026-03-31,2026-03-20,Completed,0,DPT-021
ATR-000292,EMP-00088,ATT-INS,Insider Trading Window,Yes,2025-12-03,2025-11-24,Completed,0,DPT-021
ATR-000293,EMP-00089,ATT-COI,Conflict of Interest,Yes,2026-05-17,2026-05-05,Completed,0,DPT-005
ATR-000294,EMP-00089,ATT-COC,Code of Conduct Attestation,Yes,2026-05-02,2026-04-14,Completed,0,DPT-005
ATR-000295,EMP-00089,ATT-PRV,Privacy & Data Handling,Yes,2025-12-22,2025-12-05,Completed,0,DPT-005
ATR-000296,EMP-00089,ATT-INS,Insider Trading Window,Yes,2026-03-07,2026-02-25,Completed,0,DPT-005
ATR-000297,EMP-00090,ATT-COI,Conflict of Interest,Yes,2025-10-03,2025-10-01,Completed,0,DPT-023
ATR-000298,EMP-00090,ATT-COC,Code of Conduct Attestation,Yes,2026-04-28,2026-04-17,Completed,0,DPT-023
ATR-000299,EMP-00090,ATT-PRV,Privacy & Data Handling,Yes,2026-04-11,2026-03-24,Completed,0,DPT-023
ATR-000300,EMP-00090,ATT-INS,Insider Trading Window,Yes,2026-04-20,2026-04-04,Completed,0,DPT-023
ATR-000301,EMP-00091,ATT-COI,Conflict of Interest,Yes,2025-12-14,2025-12-09,Completed,0,DPT-016
ATR-000302,EMP-00091,ATT-COC,Code of Conduct Attestation,Yes,2025-12-18,2025-12-16,Completed,0,DPT-016
ATR-000303,EMP-00091,ATT-PRV,Privacy & Data Handling,Yes,2025-06-08,2025-05-26,Completed,0,DPT-016
ATR-000304,EMP-00091,ATT-INS,Insider Trading Window,Yes,2026-04-14,2026-04-05,Completed,0,DPT-016
ATR-000305,EMP-00092,ATT-COI,Conflict of Interest,Yes,2026-01-16,2026-01-14,Completed,0,DPT-005
ATR-000306,EMP-00092,ATT-COC,Code of Conduct Attestation,Yes,2026-04-10,2026-03-28,Completed,0,DPT-005
ATR-000307,EMP-00092,ATT-PRV,Privacy & Data Handling,Yes,2025-09-27,2025-09-09,Completed,0,DPT-005
ATR-000308,EMP-00092,ATT-INS,Insider Trading Window,Yes,2026-02-23,2026-02-11,Completed,0,DPT-005
ATR-000309,EMP-00093,ATT-COI,Conflict of Interest,Yes,2025-07-17,2025-07-12,Completed,0,DPT-011
ATR-000310,EMP-00093,ATT-COC,Code of Conduct Attestation,Yes,2025-09-20,2025-09-17,Completed,0,DPT-011
ATR-000311,EMP-00093,ATT-PRV,Privacy & Data Handling,Yes,2026-05-03,2026-04-28,Completed,0,DPT-011
ATR-000312,EMP-00093,ATT-INS,Insider Trading Window,Yes,2026-02-07,2026-02-01,Completed,0,DPT-011
ATR-000313,EMP-00094,ATT-COI,Conflict of Interest,Yes,2026-02-17,2026-02-13,Completed,0,DPT-004
ATR-000314,EMP-00094,ATT-COC,Code of Conduct Attestation,Yes,2026-02-14,2026-02-04,Completed,0,DPT-004
ATR-000315,EMP-00094,ATT-PRV,Privacy & Data Handling,Yes,2026-03-18,2026-03-08,Completed,0,DPT-004
ATR-000316,EMP-00094,ATT-INS,Insider Trading Window,Yes,2026-05-18,2026-05-06,Completed,0,DPT-004
ATR-000317,EMP-00095,ATT-COI,Conflict of Interest,Yes,2025-08-11,2025-07-27,Completed,0,DPT-008
ATR-000318,EMP-00095,ATT-COC,Code of Conduct Attestation,Yes,2025-06-18,2025-06-16,Completed,0,DPT-008
ATR-000319,EMP-00095,ATT-PRV,Privacy & Data Handling,Yes,2025-05-30,2025-05-26,Completed,0,DPT-008
ATR-000320,EMP-00095,ATT-INS,Insider Trading Window,Yes,2026-04-20,2026-04-06,Completed,0,DPT-008
ATR-000321,EMP-00096,ATT-COI,Conflict of Interest,Yes,2025-08-09,2025-07-24,Completed,0,DPT-018
ATR-000322,EMP-00096,ATT-COC,Code of Conduct Attestation,Yes,2025-07-10,2025-07-03,Completed,0,DPT-018
ATR-000323,EMP-00096,ATT-PRV,Privacy & Data Handling,Yes,2026-02-02,2026-01-27,Completed,0,DPT-018
ATR-000324,EMP-00096,ATT-INS,Insider Trading Window,Yes,2026-05-23,2026-05-13,Completed,0,DPT-018
ATR-000325,EMP-00098,ATT-COI,Conflict of Interest,Yes,2025-12-15,2025-11-29,Completed,0,DPT-005
ATR-000326,EMP-00098,ATT-COC,Code of Conduct Attestation,Yes,2026-02-06,2026-01-29,Completed,0,DPT-005
ATR-000327,EMP-00098,ATT-PRV,Privacy & Data Handling,Yes,2025-10-09,2025-09-28,Completed,0,DPT-005
ATR-000328,EMP-00098,ATT-INS,Insider Trading Window,Yes,2026-04-30,2026-04-11,Completed,0,DPT-005
ATR-000329,EMP-00100,ATT-COI,Conflict of Interest,Yes,2026-03-04,2026-02-15,Completed,0,DPT-026
ATR-000330,EMP-00100,ATT-COC,Code of Conduct Attestation,Yes,2025-10-05,2025-12-25,Completed,0,DPT-026
ATR-000331,EMP-00100,ATT-PRV,Privacy & Data Handling,Yes,2026-03-19,2026-03-08,Completed,0,DPT-026
ATR-000332,EMP-00100,ATT-INS,Insider Trading Window,Yes,2026-03-12,2026-03-09,Completed,0,DPT-026
ATR-000333,EMP-00102,ATT-COI,Conflict of Interest,Yes,2025-06-21,2025-06-12,Completed,0,DPT-016
ATR-000334,EMP-00102,ATT-COC,Code of Conduct Attestation,Yes,2025-11-15,2025-10-29,Completed,0,DPT-016
ATR-000335,EMP-00102,ATT-PRV,Privacy & Data Handling,Yes,2025-09-11,2025-08-22,Completed,0,DPT-016
ATR-000336,EMP-00102,ATT-INS,Insider Trading Window,Yes,2025-12-21,2025-12-06,Completed,0,DPT-016
ATR-000337,EMP-00104,ATT-COI,Conflict of Interest,Yes,2026-03-11,2026-03-06,Completed,0,DPT-001
ATR-000338,EMP-00104,ATT-COC,Code of Conduct Attestation,Yes,2026-03-09,2026-02-17,Completed,0,DPT-001
ATR-000339,EMP-00104,ATT-PRV,Privacy & Data Handling,Yes,2025-10-28,2025-10-24,Completed,0,DPT-001
ATR-000340,EMP-00104,ATT-INS,Insider Trading Window,Yes,2025-12-30,2025-12-12,Completed,0,DPT-001
ATR-000341,EMP-00105,ATT-COI,Conflict of Interest,Yes,2025-12-13,2025-11-25,Completed,0,DPT-005
ATR-000342,EMP-00105,ATT-COC,Code of Conduct Attestation,Yes,2025-12-04,2025-11-15,Completed,0,DPT-005
ATR-000343,EMP-00105,ATT-PRV,Privacy & Data Handling,Yes,2025-08-06,2025-07-19,Completed,0,DPT-005
ATR-000344,EMP-00105,ATT-INS,Insider Trading Window,Yes,2026-05-17,2026-05-01,Completed,0,DPT-005
ATR-000345,EMP-00106,ATT-COI,Conflict of Interest,Yes,2025-08-05,2025-07-29,Completed,0,DPT-010
ATR-000346,EMP-00106,ATT-COC,Code of Conduct Attestation,Yes,2025-07-11,2025-07-06,Completed,0,DPT-010
ATR-000347,EMP-00106,ATT-PRV,Privacy & Data Handling,Yes,2025-08-28,2025-08-14,Completed,0,DPT-010
ATR-000348,EMP-00106,ATT-INS,Insider Trading Window,Yes,2026-03-06,2026-02-24,Completed,0,DPT-010
ATR-000349,EMP-00107,ATT-COI,Conflict of Interest,Yes,2025-06-22,2025-06-09,Completed,0,DPT-006
ATR-000350,EMP-00107,ATT-COC,Code of Conduct Attestation,Yes,2025-11-25,2025-11-05,Completed,0,DPT-006
ATR-000351,EMP-00107,ATT-PRV,Privacy & Data Handling,Yes,2025-11-05,2025-10-24,Completed,0,DPT-006
ATR-000352,EMP-00107,ATT-INS,Insider Trading Window,Yes,2026-05-16,2026-05-08,Completed,0,DPT-006
ATR-000353,EMP-00108,ATT-COI,Conflict of Interest,Yes,2025-08-31,2025-08-28,Completed,0,DPT-002
ATR-000354,EMP-00108,ATT-COC,Code of Conduct Attestation,Yes,2026-03-24,2026-03-09,Completed,0,DPT-002
ATR-000355,EMP-00108,ATT-PRV,Privacy & Data Handling,Yes,2026-04-09,2026-04-03,Completed,0,DPT-002
ATR-000356,EMP-00108,ATT-INS,Insider Trading Window,Yes,2026-01-08,2025-12-24,Completed,0,DPT-002
ATR-000357,EMP-00109,ATT-COI,Conflict of Interest,Yes,2026-02-22,2026-02-12,Completed,0,DPT-005
ATR-000358,EMP-00109,ATT-COC,Code of Conduct Attestation,Yes,2026-02-04,2026-01-21,Completed,0,DPT-005
ATR-000359,EMP-00109,ATT-PRV,Privacy & Data Handling,Yes,2026-04-23,2026-04-10,Completed,0,DPT-005
ATR-000360,EMP-00109,ATT-INS,Insider Trading Window,Yes,2025-12-23,2025-12-04,Completed,0,DPT-005
ATR-000361,EMP-00110,ATT-COI,Conflict of Interest,Yes,2026-03-14,2026-02-27,Completed,0,DPT-022
ATR-000362,EMP-00110,ATT-COC,Code of Conduct Attestation,Yes,2026-02-03,2026-01-25,Completed,0,DPT-022
ATR-000363,EMP-00110,ATT-PRV,Privacy & Data Handling,Yes,2025-07-17,2025-11-14,Completed,0,DPT-022
ATR-000364,EMP-00110,ATT-INS,Insider Trading Window,Yes,2026-05-22,2026-05-14,Completed,0,DPT-022
ATR-000365,EMP-00111,ATT-COI,Conflict of Interest,Yes,2026-01-13,2026-01-07,Completed,0,DPT-012
ATR-000366,EMP-00111,ATT-COC,Code of Conduct Attestation,Yes,2025-07-13,2025-08-21,Completed,0,DPT-012
ATR-000367,EMP-00111,ATT-PRV,Privacy & Data Handling,Yes,2025-08-04,2025-08-17,Completed,0,DPT-012
ATR-000368,EMP-00111,ATT-INS,Insider Trading Window,Yes,2026-04-25,2026-04-09,Completed,0,DPT-012
ATR-000369,EMP-00112,ATT-COI,Conflict of Interest,Yes,2026-02-11,2026-01-30,Completed,0,DPT-001
ATR-000370,EMP-00112,ATT-COC,Code of Conduct Attestation,Yes,2025-11-18,2025-11-09,Completed,0,DPT-001
ATR-000371,EMP-00112,ATT-PRV,Privacy & Data Handling,Yes,2025-07-28,2025-07-13,Completed,0,DPT-001
ATR-000372,EMP-00112,ATT-INS,Insider Trading Window,Yes,2026-03-02,2026-02-14,Completed,0,DPT-001
ATR-000373,EMP-00114,ATT-COI,Conflict of Interest,Yes,2025-11-30,2025-11-23,Completed,0,DPT-006
ATR-000374,EMP-00114,ATT-COC,Code of Conduct Attestation,Yes,2025-08-27,2025-08-10,Completed,0,DPT-006
ATR-000375,EMP-00114,ATT-PRV,Privacy & Data Handling,Yes,2025-12-03,2025-11-25,Completed,0,DPT-006
ATR-000376,EMP-00114,ATT-INS,Insider Trading Window,Yes,2026-03-30,2026-03-16,Completed,0,DPT-006
ATR-000377,EMP-00116,ATT-COI,Conflict of Interest,Yes,2025-12-11,2025-11-26,Completed,0,DPT-006
ATR-000378,EMP-00116,ATT-COC,Code of Conduct Attestation,Yes,2025-10-28,2025-10-08,Completed,0,DPT-006
ATR-000379,EMP-00116,ATT-PRV,Privacy & Data Handling,Yes,2025-06-30,2025-06-21,Completed,0,DPT-006
ATR-000380,EMP-00116,ATT-INS,Insider Trading Window,Yes,2026-05-22,2026-05-13,Completed,0,DPT-006
ATR-000381,EMP-00117,ATT-COI,Conflict of Interest,Yes,2025-06-14,2025-06-03,Completed,0,DPT-004
ATR-000382,EMP-00117,ATT-COC,Code of Conduct Attestation,Yes,2025-07-25,2025-07-11,Completed,0,DPT-004
ATR-000383,EMP-00117,ATT-PRV,Privacy & Data Handling,Yes,2026-04-05,2026-03-23,Completed,0,DPT-004
ATR-000384,EMP-00117,ATT-INS,Insider Trading Window,Yes,2025-12-02,2025-11-25,Completed,0,DPT-004
ATR-000385,EMP-00118,ATT-COI,Conflict of Interest,Yes,2025-12-14,2026-03-11,Completed,0,DPT-006
ATR-000386,EMP-00118,ATT-COC,Code of Conduct Attestation,Yes,2025-07-26,2026-03-16,Completed,0,DPT-006
ATR-000387,EMP-00118,ATT-PRV,Privacy & Data Handling,Yes,2025-12-31,2026-03-14,Completed,0,DPT-006
ATR-000388,EMP-00118,ATT-INS,Insider Trading Window,Yes,2026-01-31,2026-03-16,Completed,0,DPT-006
ATR-000389,EMP-00119,ATT-COI,Conflict of Interest,Yes,2025-09-28,2025-09-08,Completed,0,DPT-009
ATR-000390,EMP-00119,ATT-COC,Code of Conduct Attestation,Yes,2026-03-28,2026-03-20,Completed,0,DPT-009
ATR-000391,EMP-00119,ATT-PRV,Privacy & Data Handling,Yes,2025-12-11,2025-11-26,Completed,0,DPT-009
ATR-000392,EMP-00119,ATT-INS,Insider Trading Window,Yes,2025-11-27,2025-11-24,Completed,0,DPT-009
ATR-000393,EMP-00121,ATT-COI,Conflict of Interest,Yes,2025-12-10,2025-11-28,Completed,0,DPT-010
ATR-000394,EMP-00121,ATT-COC,Code of Conduct Attestation,Yes,2025-09-09,2025-08-30,Completed,0,DPT-010
ATR-000395,EMP-00121,ATT-PRV,Privacy & Data Handling,Yes,2025-08-05,2025-07-23,Completed,0,DPT-010
ATR-000396,EMP-00121,ATT-INS,Insider Trading Window,Yes,2025-12-29,2025-12-24,Completed,0,DPT-010
ATR-000397,EMP-00122,ATT-COI,Conflict of Interest,Yes,2025-09-27,2025-09-24,Completed,0,DPT-021
ATR-000398,EMP-00122,ATT-COC,Code of Conduct Attestation,Yes,2026-02-03,2026-01-17,Completed,0,DPT-021
ATR-000399,EMP-00122,ATT-PRV,Privacy & Data Handling,Yes,2026-03-28,2026-03-20,Completed,0,DPT-021
ATR-000400,EMP-00122,ATT-INS,Insider Trading Window,Yes,2025-12-23,2025-12-03,Completed,0,DPT-021
ATR-000401,EMP-00123,ATT-COI,Conflict of Interest,Yes,2026-01-09,2025-12-25,Completed,0,DPT-013
ATR-000402,EMP-00123,ATT-COC,Code of Conduct Attestation,Yes,2026-01-20,2026-01-03,Completed,0,DPT-013
ATR-000403,EMP-00123,ATT-PRV,Privacy & Data Handling,Yes,2026-03-01,2026-02-19,Completed,0,DPT-013
ATR-000404,EMP-00123,ATT-INS,Insider Trading Window,Yes,2026-02-21,2026-02-02,Completed,0,DPT-013
ATR-000405,EMP-00124,ATT-COI,Conflict of Interest,Yes,2025-06-19,2025-06-08,Completed,0,DPT-004
ATR-000406,EMP-00124,ATT-COC,Code of Conduct Attestation,Yes,2025-12-22,2025-12-09,Completed,0,DPT-004
ATR-000407,EMP-00124,ATT-PRV,Privacy & Data Handling,Yes,2025-06-29,2025-06-18,Completed,0,DPT-004
ATR-000408,EMP-00124,ATT-INS,Insider Trading Window,Yes,2026-05-02,2026-04-15,Completed,0,DPT-004
ATR-000409,EMP-00126,ATT-COI,Conflict of Interest,Yes,2025-06-20,2025-05-31,Completed,0,DPT-012
ATR-000410,EMP-00126,ATT-COC,Code of Conduct Attestation,Yes,2026-03-28,2026-03-23,Completed,0,DPT-012
ATR-000411,EMP-00126,ATT-PRV,Privacy & Data Handling,Yes,2025-11-16,2025-11-12,Completed,0,DPT-012
ATR-000412,EMP-00126,ATT-INS,Insider Trading Window,Yes,2026-04-26,2026-04-19,Completed,0,DPT-012
ATR-000413,EMP-00127,ATT-COI,Conflict of Interest,Yes,2026-01-28,2026-01-16,Completed,0,DPT-002
ATR-000414,EMP-00127,ATT-COC,Code of Conduct Attestation,Yes,2026-04-24,2026-04-15,Completed,0,DPT-002
ATR-000415,EMP-00127,ATT-PRV,Privacy & Data Handling,Yes,2026-01-12,2026-01-05,Completed,0,DPT-002
ATR-000416,EMP-00127,ATT-INS,Insider Trading Window,Yes,2026-01-12,2026-01-03,Completed,0,DPT-002
ATR-000417,EMP-00128,ATT-COI,Conflict of Interest,Yes,2026-04-02,2026-03-23,Completed,0,DPT-009
ATR-000418,EMP-00128,ATT-COC,Code of Conduct Attestation,Yes,2025-06-11,2025-06-10,Completed,0,DPT-009
ATR-000419,EMP-00128,ATT-PRV,Privacy & Data Handling,Yes,2025-09-21,2025-09-20,Completed,0,DPT-009
ATR-000420,EMP-00128,ATT-INS,Insider Trading Window,Yes,2026-05-14,2026-04-30,Completed,0,DPT-009
ATR-000421,EMP-00129,ATT-COI,Conflict of Interest,Yes,2026-04-22,2026-04-03,Completed,0,DPT-022
ATR-000422,EMP-00129,ATT-COC,Code of Conduct Attestation,Yes,2025-09-14,2025-09-08,Completed,0,DPT-022
ATR-000423,EMP-00129,ATT-PRV,Privacy & Data Handling,Yes,2026-03-22,2026-03-15,Completed,0,DPT-022
ATR-000424,EMP-00129,ATT-INS,Insider Trading Window,Yes,2026-01-10,2026-01-02,Completed,0,DPT-022
ATR-000425,EMP-00130,ATT-COI,Conflict of Interest,Yes,2026-04-02,2026-03-16,Completed,0,DPT-005
ATR-000426,EMP-00130,ATT-COC,Code of Conduct Attestation,Yes,2025-08-19,2025-08-07,Completed,0,DPT-005
ATR-000427,EMP-00130,ATT-PRV,Privacy & Data Handling,Yes,2025-06-26,2025-06-08,Completed,0,DPT-005
ATR-000428,EMP-00130,ATT-INS,Insider Trading Window,Yes,2026-01-02,2025-12-30,Completed,0,DPT-005
ATR-000429,EMP-00131,ATT-COI,Conflict of Interest,Yes,2025-06-17,2025-06-08,Completed,0,DPT-017
ATR-000430,EMP-00131,ATT-COC,Code of Conduct Attestation,Yes,2026-01-16,2025-12-30,Completed,0,DPT-017
ATR-000431,EMP-00131,ATT-PRV,Privacy & Data Handling,Yes,2025-10-07,2025-09-25,Completed,0,DPT-017
ATR-000432,EMP-00131,ATT-INS,Insider Trading Window,Yes,2026-01-21,2026-01-05,Completed,0,DPT-017
ATR-000433,EMP-00132,ATT-COI,Conflict of Interest,Yes,2025-10-02,2025-09-17,Completed,0,DPT-004
ATR-000434,EMP-00132,ATT-COC,Code of Conduct Attestation,Yes,2026-02-18,2026-02-01,Completed,0,DPT-004
ATR-000435,EMP-00132,ATT-PRV,Privacy & Data Handling,Yes,2025-07-30,2025-07-12,Completed,0,DPT-004
ATR-000436,EMP-00132,ATT-INS,Insider Trading Window,Yes,2026-02-28,2026-02-10,Completed,0,DPT-004
ATR-000437,EMP-00133,ATT-COI,Conflict of Interest,Yes,2026-03-07,2026-03-03,Completed,0,DPT-001
ATR-000438,EMP-00133,ATT-COC,Code of Conduct Attestation,Yes,2026-05-03,2026-04-16,Completed,0,DPT-001
ATR-000439,EMP-00133,ATT-PRV,Privacy & Data Handling,Yes,2026-04-16,2026-03-27,Completed,0,DPT-001
ATR-000440,EMP-00133,ATT-INS,Insider Trading Window,Yes,2026-03-12,2026-02-27,Completed,0,DPT-001
ATR-000441,EMP-00134,ATT-COI,Conflict of Interest,Yes,2025-06-25,2025-06-05,Completed,0,DPT-006
ATR-000442,EMP-00134,ATT-COC,Code of Conduct Attestation,Yes,2026-04-28,2026-04-09,Completed,0,DPT-006
ATR-000443,EMP-00134,ATT-PRV,Privacy & Data Handling,Yes,2025-06-10,2025-06-03,Completed,0,DPT-006
ATR-000444,EMP-00134,ATT-INS,Insider Trading Window,Yes,2026-01-12,2026-01-02,Completed,0,DPT-006
ATR-000445,EMP-00136,ATT-COI,Conflict of Interest,Yes,2025-07-18,2025-08-29,Completed,0,DPT-001
ATR-000446,EMP-00136,ATT-COC,Code of Conduct Attestation,Yes,2026-03-23,2026-03-11,Completed,0,DPT-001
ATR-000447,EMP-00136,ATT-PRV,Privacy & Data Handling,Yes,2025-08-12,2025-09-08,Completed,0,DPT-001
ATR-000448,EMP-00136,ATT-INS,Insider Trading Window,Yes,2026-05-11,2026-05-02,Completed,0,DPT-001
ATR-000449,EMP-00137,ATT-COI,Conflict of Interest,Yes,2025-11-22,2025-11-02,Completed,0,DPT-013
ATR-000450,EMP-00137,ATT-COC,Code of Conduct Attestation,Yes,2025-07-17,2025-07-09,Completed,0,DPT-013
ATR-000451,EMP-00137,ATT-PRV,Privacy & Data Handling,Yes,2026-01-01,2025-12-20,Completed,0,DPT-013
ATR-000452,EMP-00137,ATT-INS,Insider Trading Window,Yes,2025-12-09,2025-11-23,Completed,0,DPT-013
